go_id	go_term	go_domain	size	genes
GO:0006744	ubiquinone biosynthetic process	biological_process	9	3476326|3478440|3480337|3480339|3480352|3480475|3480476|3481016|3481018
GO:0006747	FAD biosynthetic process	biological_process	1	3479714
GO:0006749	glutathione metabolic process	biological_process	14	3475697|3475799|3475845|3475970|3478484|3478701|3478707|3479068|3479138|3479585|3480200|3480576|3480866|3481355
GO:0006750	glutathione biosynthetic process	biological_process	6	3475799|3479138|3479585|3480200|3480866|3481355
GO:0006753	nucleoside phosphate metabolic process	biological_process	87	3475689|3475750|3475795|3475938|3475959|3475977|3475978|3476032|3476050|3476292|3476826|3476828|3477091|3477092|3477339|3477396|3477461|3477487|3477626|3477828|3477883|3478075|3478078|3478180|3478277|3478330|3478559|3478560|3478565|3478595|3478639|3478724|3478725|3478738|3478761|3478919|3479197|3479208|3479266|3479351|3479676|3479686|3479714|3479816|3479847|3479881|3479921|3479922|3480006|3480096|3480153|3480156|3480158|3480191|3480205|3480206|3480240|3480267|3480278|3480304|3480422|3480426|3480495|3480496|3480585|3480586|3480587|3480588|3480589|3480590|3480592|3480895|3480896|3480897|3480898|3480962|3481134|3481162|3481182|3481183|3481254|3481255|3481413|3481414|3481422|3481431|3481440
GO:0006754	ATP biosynthetic process	biological_process	7	3480585|3480586|3480587|3480588|3480589|3480590|3480592
GO:0006760	folic acid-containing compound metabolic process	biological_process	13	3475806|3475807|3476029|3477747|3478352|3478478|3479032|3479672|3480032|3480033|3480099|3480255|3481420
GO:0006766	vitamin metabolic process	biological_process	59	3475510|3475547|3475570|3475571|3475574|3475575|3477397|3477485|3477489|3477624|3477747|3478077|3478161|3478541|3478542|3478543|3478544|3478545|3478546|3478547|3478548|3478549|3478550|3478623|3478844|3479187|3479189|3479190|3479561|3479628|3479673|3479674|3479714|3479819|3479820|3479898|3479902|3479905|3479907|3479908|3479909|3479910|3480023|3480061|3480062|3480064|3480065|3480157|3480176|3480222|3480223|3480422|3480978|3481129|3481243|3481244|3481247|3481248|3481249
GO:0006767	water-soluble vitamin metabolic process	biological_process	59	3475510|3475547|3475570|3475571|3475574|3475575|3477397|3477485|3477489|3477624|3477747|3478077|3478161|3478541|3478542|3478543|3478544|3478545|3478546|3478547|3478548|3478549|3478550|3478623|3478844|3479187|3479189|3479190|3479561|3479628|3479673|3479674|3479714|3479819|3479820|3479898|3479902|3479905|3479907|3479908|3479909|3479910|3480023|3480061|3480062|3480064|3480065|3480157|3480176|3480222|3480223|3480422|3480978|3481129|3481243|3481244|3481247|3481248|3481249
GO:0006768	biotin metabolic process	biological_process	5	3480061|3480062|3480064|3480065|3480176
GO:0006771	riboflavin metabolic process	biological_process	8	3475547|3478623|3479714|3479902|3479907|3479908|3479909|3479910
GO:0006772	thiamine metabolic process	biological_process	12	3477489|3478077|3479190|3479561|3479819|3479820|3479898|3479905|3480222|3480223|3480978|3481129
GO:0006777	Mo-molybdopterin cofactor biosynthetic process	biological_process	14	3476959|3476960|3476993|3476994|3476995|3476998|3476999|3477000|3477002|3477488|3477489|3477490|3478358|3479561
GO:0006778	porphyrin-containing compound metabolic process	biological_process	17	3475569|3475848|3476634|3478259|3478743|3479443|3479545|3479564|3479600|3479821|3480218|3480357|3480372|3480373|3480627|3480668|3481046
GO:0006779	porphyrin-containing compound biosynthetic process	biological_process	15	3475569|3475848|3476634|3478259|3479443|3479545|3479564|3479821|3480218|3480357|3480372|3480373|3480627|3480668|3481046
GO:0006783	heme biosynthetic process	biological_process	3	3478259|3479443|3480668
GO:0006787	porphyrin-containing compound catabolic process	biological_process	2	3478743|3479600
GO:0006790	sulfur compound metabolic process	biological_process	78	3475333|3475463|3475464|3475466|3475522|3475526|3475527|3475578|3475581|3475610|3475697|3475799|3475845|3475886|3475970|3476199|3476558|3476761|3477489|3477735|3477747|3478004|3478077|3478180|3478228|3478413|3478438|3478463|3478484|3478567|3478637|3478701|3478707|3479068|3479138|3479190|3479248|3479378|3479561|3479585|3479677|3479793|3479819|3479820|3479837|3479838|3479874|3479898|3479905|3480027|3480061|3480062|3480064|3480065|3480160|3480171|3480176|3480200|3480214|3480215|3480222|3480223|3480235|3480576|3480711|3480731|3480803|3480804|3480861|3480862|3480866|3480891|3480978|3481099|3481100|3481120|3481129|3481355
GO:0006793	phosphorus metabolic process	biological_process	185	3475379|3475447|3475466|3475610|3475613|3475671|3475689|3475750|3475795|3475936|3475937|3475938|3475940|3475959|3475977|3475978|3476032|3476034|3476036|3476050|3476292|3476356|3476524|3476576|3476630|3476826|3476828|3476830|3476834|3476935|3476959|3476960|3476993|3476994|3476995|3476998|3476999|3477000|3477002|3477091|3477092|3477203|3477204|3477208|3477210|3477211|3477339|3477396|3477461|3477487|3477488|3477489|3477490|3477548|3477551|3477626|3477689|3477723|3477724|3477735|3477802|3477828|3477838|3477883|3477932|3478012|3478075|3478078|3478079|3478180|3478277|3478299|3478330|3478358|3478413|3478454|3478559|3478560|3478565|3478580|3478595|3478637|3478639|3478654|3478723|3478724|3478725|3478737|3478738|3478761|3478919|3478978|3479061|3479109|3479157|3479197|3479208|3479266|3479281|3479351|3479365|3479396|3479404|3479465|3479494|3479561|3479648|3479676|3479677|3479686|3479714|3479723|3479793|3479816|3479817|3479847|3479870|3479881|3479897|3479898|3479904|3479921|3479922|3480006|3480034|3480056|3480057|3480059|3480096|3480153|3480156|3480158|3480191|3480205|3480206|3480240|3480267|3480278|3480304|3480355|3480356|3480415|3480422|3480426|3480449|3480495|3480496|3480539|3480556|3480565|3480570|3480585|3480586|3480587|3480588|3480589|3480590|3480592|3480616|3480711|3480837|3480838|3480861|3480895|3480896|3480897|3480898|3480913|3480962|3480973|3481085|3481099|3481100|3481134|3481143|3481162|3481182|3481183|3481254|3481255|3481413|3481414|3481422|3481431|3481440
GO:0006796	phosphate-containing compound metabolic process	biological_process	165	3475379|3475447|3475610|3475613|3475671|3475689|3475750|3475795|3475936|3475937|3475938|3475940|3475959|3475977|3475978|3476032|3476034|3476036|3476050|3476292|3476356|3476524|3476576|3476630|3476826|3476828|3476830|3476834|3476935|3476959|3476960|3476993|3476994|3476995|3476998|3476999|3477000|3477002|3477091|3477092|3477203|3477204|3477208|3477210|3477211|3477339|3477396|3477461|3477487|3477488|3477489|3477490|3477548|3477551|3477626|3477689|3477802|3477828|3477838|3477883|3477932|3478075|3478078|3478079|3478180|3478277|3478299|3478330|3478358|3478559|3478560|3478565|3478580|3478595|3478639|3478654|3478723|3478724|3478725|3478737|3478738|3478761|3478919|3478978|3479061|3479109|3479157|3479197|3479208|3479266|3479281|3479351|3479365|3479465|3479494|3479561|3479648|3479676|3479686|3479714|3479816|3479817|3479847|3479870|3479881|3479897|3479898|3479904|3479921|3479922|3480006|3480034|3480056|3480057|3480059|3480096|3480153|3480156|3480158|3480191|3480205|3480206|3480240|3480267|3480278|3480304|3480415|3480422|3480426|3480449|3480495|3480496|3480539|3480556|3480565|3480570|3480585|3480586|3480587|3480588|3480589|3480590|3480592|3480616|3480837|3480838|3480895|3480896|3480897|3480898|3480962|3480973|3481085|3481134|3481143|3481162|3481182|3481183|3481254|3481255|3481413|3481414|3481422|3481431|3481440
GO:0006797	polyphosphate metabolic process	biological_process	2	3478454|3480356
GO:0006805	xenobiotic metabolic process	biological_process	11	3477299|3477300|3477301|3477302|3477303|3477304|3477305|3477306|3477307|3477308|3477311
GO:0006807	nitrogen compound metabolic process	biological_process	740	3475333|3475343|3475345|3475357|3475358|3475372|3475380|3475415|3475422|3475429|3475439|3475455|3475456|3475457|3475458|3475480|3475481|3475482|3475487|3475510|3475522|3475525|3475526|3475527|3475530|3475547|3475556|3475557|3475569|3475570|3475571|3475574|3475575|3475578|3475595|3475616|3475665|3475676|3475677|3475684|3475689|3475697|3475706|3475708|3475709|3475747|3475750|3475776|3475783|3475792|3475795|3475796|3475799|3475806|3475807|3475845|3475848|3475849|3475886|3475887|3475915|3475916|3475935|3475938|3475948|3475950|3475959|3475970|3475977|3475978|3475993|3476014|3476018|3476019|3476021|3476022|3476023|3476026|3476027|3476029|3476032|3476033|3476050|3476069|3476079|3476087|3476148|3476165|3476166|3476168|3476184|3476185|3476188|3476211|3476213|3476233|3476271|3476280|3476289|3476290|3476292|3476307|3476310|3476332|3476380|3476381|3476387|3476388|3476389|3476390|3476391|3476418|3476466|3476467|3476468|3476482|3476487|3476564|3476568|3476629|3476631|3476634|3476657|3476684|3476685|3476693|3476699|3476719|3476723|3476741|3476742|3476743|3476747|3476761|3476809|3476826|3476828|3476835|3476839|3476841|3476889|3476891|3476917|3476927|3476928|3476929|3476959|3476960|3476961|3476964|3476970|3476993|3476994|3476995|3476998|3476999|3477000|3477002|3477047|3477080|3477091|3477092|3477097|3477179|3477190|3477195|3477200|3477202|3477212|3477215|3477260|3477261|3477263|3477271|3477272|3477320|3477329|3477339|3477361|3477396|3477397|3477407|3477424|3477443|3477461|3477467|3477468|3477474|3477481|3477482|3477484|3477485|3477487|3477488|3477489|3477490|3477552|3477557|3477558|3477560|3477568|3477574|3477583|3477584|3477600|3477622|3477624|3477626|3477627|3477629|3477635|3477636|3477637|3477638|3477640|3477642|3477645|3477669|3477686|3477694|3477695|3477705|3477723|3477724|3477747|3477748|3477760|3477774|3477778|3477796|3477828|3477835|3477836|3477883|3477902|3477905|3477973|3477979|3477999|3478010|3478074|3478075|3478077|3478078|3478087|3478161|3478180|3478227|3478228|3478229|3478230|3478231|3478236|3478247|3478253|3478254|3478255|3478256|3478259|3478260|3478275|3478277|3478296|3478297|3478330|3478332|3478352|3478354|3478355|3478358|3478377|3478387|3478409|3478432|3478433|3478434|3478435|3478436|3478437|3478438|3478456|3478478|3478484|3478488|3478490|3478491|3478492|3478505|3478525|3478541|3478542|3478543|3478544|3478545|3478546|3478547|3478548|3478549|3478550|3478559|3478560|3478565|3478566|3478567|3478578|3478595|3478607|3478620|3478621|3478622|3478623|3478624|3478626|3478627|3478628|3478629|3478630|3478639|3478677|3478701|3478707|3478723|3478724|3478725|3478738|3478743|3478750|3478751|3478752|3478755|3478756|3478758|3478761|3478775|3478782|3478785|3478802|3478836|3478837|3478840|3478844|3478898|3478919|3478923|3478927|3478928|3478929|3478939|3478971|3478982|3478987|3478990|3478991|3479007|3479009|3479032|3479068|3479083|3479086|3479093|3479094|3479095|3479112|3479113|3479138|3479163|3479164|3479174|3479175|3479176|3479178|3479187|3479189|3479190|3479191|3479197|3479208|3479222|3479255|3479261|3479264|3479266|3479267|3479274|3479339|3479351|3479355|3479357|3479364|3479378|3479379|3479385|3479386|3479387|3479398|3479419|3479438|3479443|3479450|3479469|3479470|3479471|3479472|3479473|3479474|3479475|3479476|3479477|3479497|3479512|3479526|3479542|3479543|3479545|3479554|3479560|3479561|3479564|3479585|3479595|3479600|3479628|3479649|3479650|3479651|3479654|3479667|3479671|3479672|3479673|3479674|3479676|3479685|3479686|3479698|3479713|3479714|3479718|3479734|3479735|3479738|3479744|3479748|3479753|3479765|3479772|3479774|3479777|3479799|3479815|3479816|3479819|3479820|3479821|3479824|3479831|3479835|3479836|3479840|3479842|3479844|3479847|3479848|3479849|3479859|3479862|3479863|3479864|3479865|3479866|3479881|3479896|3479898|3479902|3479905|3479907|3479908|3479909|3479910|3479921|3479922|3479923|3479942|3479980|3479982|3479984|3479986|3479996|3479997|3479998|3480004|3480006|3480023|3480024|3480026|3480031|3480032|3480033|3480037|3480038|3480043|3480045|3480046|3480047|3480048|3480049|3480061|3480062|3480064|3480065|3480076|3480092|3480096|3480097|3480098|3480099|3480100|3480101|3480103|3480128|3480138|3480139|3480140|3480153|3480156|3480157|3480158|3480160|3480171|3480173|3480176|3480177|3480179|3480191|3480200|3480205|3480206|3480211|3480214|3480215|3480217|3480218|3480220|3480221|3480222|3480223|3480225|3480226|3480232|3480240|3480242|3480249|3480255|3480267|3480277|3480278|3480283|3480300|3480302|3480304|3480313|3480314|3480331|3480333|3480334|3480353|3480357|3480372|3480373|3480375|3480383|3480384|3480386|3480402|3480403|3480407|3480408|3480409|3480410|3480421|3480422|3480425|3480426|3480427|3480429|3480434|3480441|3480472|3480495|3480496|3480498|3480510|3480515|3480539|3480546|3480551|3480554|3480576|3480582|3480584|3480585|3480586|3480587|3480588|3480589|3480590|3480592|3480595|3480596|3480599|3480601|3480602|3480604|3480613|3480614|3480620|3480621|3480627|3480636|3480637|3480638|3480668|3480679|3480687|3480715|3480716|3480721|3480731|3480739|3480767|3480778|3480779|3480791|3480843|3480861|3480862|3480866|3480882|3480895|3480896|3480897|3480898|3480901|3480917|3480941|3480945|3480949|3480952|3480953|3480955|3480956|3480962|3480966|3480976|3480977|3480978|3480989|3480992|3480997|3480998|3481000|3481001|3481010|3481014|3481015|3481030|3481031|3481035|3481044|3481045|3481046|3481063|3481086|3481094|3481101|3481129|3481134|3481136|3481139|3481142|3481149|3481154|3481156|3481157|3481161|3481162|3481166|3481167|3481172|3481182|3481183|3481185|3481195|3481196|3481197|3481220|3481221|3481224|3481225|3481243|3481244|3481246|3481247|3481248|3481249|3481254|3481255|3481257|3481268|3481308|3481322|3481323|3481324|3481325|3481326|3481331|3481332|3481336|3481341|3481343|3481346|3481355|3481380|3481408|3481412|3481413|3481414|3481415|3481418|3481420|3481421|3481422|3481424|3481426|3481427|3481429|3481431|3481433|3481440|3481458
GO:0006808	regulation of nitrogen utilization	biological_process	4	3480271|3480391|3480968|3481439
GO:0006810	transport	biological_process	185	3475413|3475449|3475476|3475478|3475528|3475529|3475550|3475573|3475634|3475849|3475850|3475950|3476053|3476142|3476173|3476175|3476378|3476382|3476383|3476392|3476470|3476600|3476611|3476659|3476793|3476799|3476800|3476948|3477021|3477022|3477024|3477025|3477026|3477027|3477028|3477029|3477030|3477031|3477058|3477060|3477066|3477173|3477287|3477312|3477441|3477465|3477478|3477481|3477534|3477535|3477536|3477537|3477605|3477623|3477812|3477813|3477860|3477861|3478028|3478029|3478030|3478042|3478043|3478044|3478045|3478046|3478081|3478082|3478083|3478119|3478120|3478121|3478225|3478237|3478238|3478263|3478300|3478301|3478308|3478420|3478421|3478499|3478527|3478684|3478685|3478686|3478688|3478742|3478888|3478974|3479045|3479060|3479085|3479090|3479096|3479097|3479144|3479145|3479146|3479169|3479172|3479230|3479382|3479383|3479384|3479444|3479445|3479446|3479447|3479457|3479459|3479566|3479574|3479684|3479685|3479712|3479751|3479758|3479766|3479767|3479768|3479770|3479950|3480143|3480192|3480228|3480229|3480271|3480294|3480295|3480296|3480297|3480298|3480318|3480330|3480400|3480410|3480453|3480454|3480455|3480458|3480461|3480462|3480463|3480485|3480527|3480585|3480586|3480587|3480588|3480589|3480590|3480592|3480728|3480730|3480736|3480737|3480738|3480751|3480752|3480799|3480800|3480801|3480806|3480829|3480965|3481011|3481012|3481013|3481040|3481125|3481130|3481144|3481193|3481205|3481234|3481269|3481282|3481283|3481284|3481286|3481299|3481301|3481439|3481441
GO:0006811	ion transport	biological_process	37	3475478|3475573|3475849|3475850|3475950|3476793|3477605|3477623|3478225|3478420|3478421|3478684|3478685|3478686|3478688|3478888|3479144|3479145|3479146|3479444|3479445|3479446|3479447|3480410|3480485|3480527|3480585|3480586|3480587|3480588|3480589|3480590|3480592|3481144|3481193|3481299|3481301
